ticker,name,sector,category,ltp,closing_price,ycp,open_price,day_high,day_low,week52_high,week52_low,pe_ratio,eps,nav,dividend_yield,market_cap_mn,volume,trades,total_shares,paid_up_capital_mn,authorized_capital_mn,change_pct,beta,return_1d,return_15d,return_1m,return_6m,return_1y,listing_year,latest_dividend,status,updated_at,face_value,mean_1y,mean_3y,mean_5y,median_1y,median_3y,median_5y,percentile_5y,z_score_5y,price_vs_median_5y,actual_return_1y,actual_return_3y,actual_return_5y,volatility_annual,max_drawdown_5y
EASTLAND,Eastland Insurance PLC.,Insurance,A,29.1,29.1,28.7,29.0,29.5,28.4,31.8,15.7,26.09,1.1,21.58,5.41,2440.9249071,528157,697,83880581,838.81,1000.0,1.39,0.99,-3.64,11.92,27.63,29.86,47.18,1994,10% 2025,Active,2026-07-30T09:27:36.187564,10.0,21.66,22.24,25.75,20.8,21.5,25.1,80.5,0.51,1.159,46.23,6.99,-24.81,33.99,-65.19
EASTRNLUB,Eastern Lubricants Blenders PLC.,Fuel and Power,A,2111.2,2111.2,2081.3,2099.8,2125.4,2061.4,,,48.19,43.19,209.35,0.3,5027.6623488,10182,976,2381424,23.81,50.0,1.44,0.52,6.72,12.63,31.07,30.44,11.76,1976,80% 2025,Active,2026-07-30T09:27:36.187564,10.0,1703.09,1260.5,1140.31,1673.93,995.29,973.25,99.7,2.8,2.169,13.75,112.31,277.07,28.51,-55.13
EBL,Eastern Bank PLC.,Bank,A,24.3,24.3,24.3,24.3,24.4,24.2,28.9,21.8,4.65,5.23,31.38,10.29,39941.61327270001,1614202,520,1643687789,16436.87,25000.0,0.0,0.93,-0.82,-2.41,-8.65,-1.07,-3.73,1993,25% 2025,Active,2026-07-30T09:27:36.187564,10.0,24.38,22.52,23.08,24.56,21.94,23.36,72.5,0.72,1.04,-4.47,12.53,5.14,21.86,-30.03
EBL1STMF,EBL First Mutual Fund,Mutual Funds,A,5.0,4.9,4.9,4.9,5.0,4.8,5.2,2.6,0.0,-1.89,7.88,0.0,723.77111,344282,88,144754222,1447.54,0.0,0.0,1.4,6.52,22.5,28.95,63.33,6.52,2009,6% 2022,Active,2026-07-30T09:27:36.187564,10.0,3.83,4.45,5.59,3.8,4.1,4.9,50.2,-0.33,1.02,6.52,-33.78,-47.31,49.88,-72.0
EBLNRBMF,EBL NRB Mutual Fund,Mutual Funds,A,3.9,3.9,3.8,3.8,3.9,3.7,4.0,2.0,0.0,-2.55,7.63,0.0,874.6190816999999,3632303,252,224261303,2242.61,0.0,2.63,1.28,18.18,25.81,21.88,65.22,5.5600000000000005,2011,7% 2023,Active,2026-07-30T09:27:36.187564,10.0,2.93,3.89,4.94,3.0,3.5,4.9,41.4,-0.64,0.796,8.33,-40.0,-50.0,52.33,-73.75
ECABLES,Eastern Cables Ltd.,Engineering,B,139.8,138.3,137.7,140.0,140.0,137.0,157.7,99.0,0.0,-4.43,339.32,0.0,3690.7200000000003,12098,159,26400000,264.0,600.0,0.44,1.05,-4.82,9.67,16.61,22.4,21.97,1986,2% 2024,Active,2026-07-30T09:27:36.187564,10.0,122.73,132.25,146.36,120.5,122.45,136.05,53.9,-0.2,1.028,20.16,-25.53,-1.85,36.2,-60.33
EGEN,eGeneration PLC.,IT Sector,B,26.5,26.5,26.3,26.5,26.7,26.2,33.0,16.5,35.07,0.75,23.38,1.2,1987.5,788452,581,75000000,750.0,1000.0,0.76,1.64,-2.93,0.38,12.77,34.87,30.85,2021,2.25% 2025,Active,2026-07-30T09:27:36.187564,10.0,22.89,28.49,38.06,22.3,25.2,40.1,34.3,-0.84,0.661,29.9,-41.37,-58.59,43.51,-74.85
EHL,Eastern Housing Limited,Services and Real Estate,A,94.3,94.3,94.2,94.9,95.5,93.4,104.8,67.3,11.39,8.27,89.99,3.48,8802.447927899999,292612,850,93345153,933.45,2000.0,0.11,1.12,-4.26,2.61,15.85,19.85,21.71,1994,25% 2025,Active,2026-07-30T09:27:36.187564,10.0,81.55,79.21,77.98,80.2,78.05,77.3,84.0,0.96,1.22,14.44,2.84,69.91,26.55,-65.36
EIL,Express Insurance Limited,Insurance,B,32.8,32.8,32.4,33.0,33.5,32.5,37.1,23.6,27.46,1.18,19.91,1.77,2138.4768191999997,1457519,1419,65197464,651.97,750.0,1.23,1.13,-2.67,6.49,19.27,10.58,-7.16,2020,5% 2025,Active,2026-07-30T09:27:36.187564,10.0,29.75,38.62,35.26,29.3,35.05,31.9,54.2,-0.27,1.028,-7.87,-3.53,-12.77,32.83,-61.37
EMERALDOIL,Emerald Oil Industries Ltd.,Food and Allied,Z,29.3,29.3,26.7,26.8,29.3,26.8,31.7,10.2,36.58,0.73,-10.37,0.72,2674.2697172000003,1131919,1072,91272004,912.72,1000.0,9.74,1.22,3.53,34.4,109.29,113.6,23.04,2014,10% 2023,Operation Shutdown,2026-07-30T09:27:36.187564,10.0,17.39,43.7,45.05,15.9,23.7,34.2,37.0,-0.43,0.857,35.02,-77.94,-17.0,60.85,-94.14
ENVOYTEX,Envoy Textiles Limited,Textile,A,58.0,58.2,58.5,58.2,58.7,57.6,63.8,42.9,6.96,8.4,58.32,7.5,9728.616486,339320,534,167734767,1677.35,4750.0,-0.51,1.0,-0.17,3.56,20.5,17.71,34.48,2012,30% 2025,Active,2026-07-30T09:27:36.187564,10.0,51.02,44.04,44.17,50.0,43.3,43.9,98.3,2.53,1.321,31.67,32.57,61.67,30.07,-38.83
EPGL,Energypac Power Generation PLC.,Fuel and Power,B,20.2,20.2,20.0,20.0,20.4,20.0,24.6,14.2,0.0,-5.5,32.86,0.2,3841.2969632,247135,282,190163216,1901.63,5000.0,1.0,1.66,0.0,2.02,17.44,37.93,16.28,2021,2% 2025,Active,2026-07-30T09:27:36.187564,10.0,17.57,20.77,28.18,17.0,19.2,26.9,35.8,-0.73,0.751,17.44,-41.45,-61.23,46.83,-78.45
ESQUIRENIT,Esquire Knit Composite PLC,Textile,A,26.7,26.7,26.8,26.8,27.0,26.4,29.9,17.8,60.91,0.44,65.1,4.69,3601.7187411,196732,194,134895833,1348.96,2000.0,-0.37,1.04,1.14,6.8,24.77,41.05,22.37,2019,10% 2025,Active,2026-07-30T09:27:36.187564,10.0,22.73,23.05,27.95,22.55,22.15,25.5,53.4,-0.18,1.047,17.11,-22.61,-29.74,35.07,-64.84
ETL,Evince Textiles Limited,Textile,B,14.7,14.7,14.7,14.7,14.8,14.5,15.3,8.3,50.69,0.29,12.83,2.81,2701.0368,4905214,1606,183744000,1837.44,3500.0,0.0,1.17,4.26,6.52,37.38,51.55,63.33,2016,2.50% 2025,Active,2026-07-30T09:27:36.187564,10.0,10.52,10.78,10.59,10.0,10.0,10.0,96.3,2.37,1.47,58.06,56.38,26.72,38.12,-54.64
EXIM1STMF,EXIM Bank 1st Mutual Fund,Mutual Funds,A,6.7,6.7,6.2,6.2,6.8,6.2,6.3,2.3,0.0,-1.91,8.16,0.0,959.8174981000001,13102957,1346,143256343,1432.56,0.0,8.06,1.31,59.52,91.43,81.08,113.79,34.78,2013,3% 2023,Active,2026-07-30T09:27:36.187564,10.0,3.59,3.96,4.86,3.6,3.7,4.8,93.0,1.32,1.396,42.55,15.52,-26.37,57.0,-73.4
EXIMBANK,Export Import (Exim) Bank of Bangladesh PLC.,Bank,A,0.0,0.0,3.0,0.0,0.0,0.0,6.5,2.8,16.67,0.18,21.82,0.0,0.0,0,0,1447557344,14475.57,20000.0,0.0,1.94,-11.76,-37.5,-50.0,3.45,-52.38,2004,10% 2023,Active,2026-07-30T09:27:36.187564,10.0,5.84,8.54,9.58,6.2,9.5,10.4,0.2,-2.68,0.288,-59.46,-71.15,-74.79,47.18,-79.58
FAMILYTEX,Familytex (BD) Limited,Textile,Z,2.7,2.7,2.7,2.7,2.8,2.6,4.9,2.3,0.0,0.0,11.48,0.0,956.2330476000001,2027320,334,354160388,3541.6,4000.0,0.0,1.41,17.39,3.85,-6.9,125.0,17.39,2013,-,Active,2026-07-30T09:27:36.187564,10.0,2.11,2.94,3.72,2.0,2.8,3.9,26.3,-0.78,0.692,12.5,-44.9,-49.06,80.46,-86.36
FARCHEM,Far Chemical Industries Limited,Pharmaceuticals and Chemicals,B,24.7,24.7,24.7,23.1,25.5,23.1,28.0,11.6,274.44,0.09,32.52,0.0,3781.5041251,2379761,1492,153097333,1530.97,3000.0,0.0,1.27,14.88,26.67,63.58,73.94,7.39,2014,1% 2024,Active,2026-07-30T09:27:36.187564,10.0,17.78,19.65,16.62,17.1,20.25,15.2,93.3,1.51,1.625,2.07,130.84,45.29,48.8,-61.66
FAREASTFIN,Fareast Finance & Investment Limited,Financial Institutions,Z,1.9,1.9,2.1,2.2,2.2,1.9,4.2,0.37,0.0,-5.13,-50.48,0.0,311.720327,2075616,278,164063330,1640.63,2000.0,-9.52,1.36,58.33,58.33,-5.0,213.43,-43.24,2013,5% 2016,Active,2026-07-30T09:27:36.187564,10.0,1.57,3.09,4.26,1.4,3.4,4.1,17.2,-1.14,0.463,-44.12,-67.8,-73.97,106.35,-96.34
FAREASTLIF,Fareast Islami Life Insurance Co. Ltd.,Life Insurance,Z,22.4,22.2,22.5,22.5,22.5,22.1,33.1,15.4,0.0,0.0,0.0,0.0,1674.2376224,63130,140,74742751,747.43,1000.0,-1.33,1.48,-1.77,-2.63,6.22,3.69,-20.77,2005,10% 2019,Active,2026-07-30T09:27:36.187564,10.0,23.05,35.68,53.25,22.4,30.3,48.95,10.2,-1.21,0.458,-23.71,-70.4,-61.32,46.76,-86.01
FASFIN,FAS Finance & Investment Limited,Financial Institutions,Z,0.0,0.0,2.4,0.0,0.0,0.0,4.2,0.41,0.0,-21.37,-125.55,0.0,0.0,0,0,149077364,1490.77,2100.0,0.0,1.47,84.62,84.62,9.09,287.1,-17.24,2008,-,Active,2026-07-30T09:27:36.187564,10.0,1.59,3.24,4.43,1.4,3.4,4.9,17.0,-0.98,0.49,-17.24,-55.56,-70.37,105.77,-96.38
FBFIF,First Bangladesh Fixed Income Fund,Mutual Funds,A,3.8,3.8,3.7,3.6,3.9,3.6,4.0,2.2,0.0,-1.82,8.32,0.0,2949.3587064000003,1568832,221,776147028,7761.0,0.0,2.7,1.57,11.76,18.75,22.58,54.17,5.71,2012,5% 2023,Active,2026-07-30T09:27:36.187564,10.0,3.0,3.69,4.33,3.0,3.4,5.0,39.1,-0.52,0.76,8.57,-24.0,-44.93,49.14,-66.67
FEDERALINS,Federal Insurance PLC,Insurance,A,29.0,29.0,28.3,28.8,29.3,28.5,30.9,17.0,28.02,1.01,12.94,5.49,2060.149647,2218775,1488,71039643,710.4,1000.0,2.47,1.0,-3.33,9.85,30.04,36.06,33.49,1995,10% 2024,Active,2026-07-30T09:27:36.187564,10.0,22.11,22.03,25.04,21.35,22.0,24.7,81.8,0.71,1.174,31.22,6.62,-25.45,35.79,-66.59
FEKDIL,Far East Knitting & Dyeing Industries PLC.,Textile,A,26.6,26.6,26.4,26.5,26.8,26.1,27.9,13.1,15.44,1.71,21.37,7.64,5818.5949486,7940204,1763,218744171,2187.44,3000.0,0.76,0.75,9.02,35.71,84.72,91.3,61.96,2014,12% 2025,Active,2026-07-30T09:27:36.187564,10.0,16.74,17.09,17.45,15.0,17.2,17.2,99.6,4.3,1.547,60.24,53.76,46.15,36.71,-48.98
FINEFOODS,Fine Foods Limited,Food and Allied,A,480.9,482.2,476.8,485.1,485.1,475.9,595.9,242.1,114.07,4.18,14.65,0.59,6720.0571662,89610,426,13973918,139.74,1000.0,1.13,0.18,-4.38,-6.17,-9.17,8.61,83.74,2002,14% 2025,Active,2026-07-30T09:27:36.187564,10.0,412.46,252.01,173.93,434.0,194.95,131.2,93.2,2.2,3.665,84.68,290.13,797.95,23.33,-41.61
FIRSTFIN,First Finance Limited,Financial Institutions,Z,4.5,4.5,4.5,4.6,4.6,4.3,6.6,1.9,0.0,-5.88,-37.86,0.0,533.4509835,392205,105,118544663,1185.0,5000.0,0.0,2.05,15.38,12.5,4.65,55.17,50.0,2003,-,Active,2026-07-30T09:27:36.187564,10.0,3.51,3.93,4.76,3.1,3.8,5.0,44.1,-0.18,0.9,45.16,-18.18,-39.19,79.29,-80.0
FIRSTSBANK,First Security Islami Bank PLC.,Bank,Z,0.0,0.0,1.9,0.0,0.0,0.0,4.3,1.8,0.67,2.85,21.74,5.62,0.0,0,0,1208139379,12081.39,30000.0,0.0,1.35,-26.92,-36.67,-50.0,-34.48,-53.66,2008,5% 2023,Active,2026-07-30T09:27:36.187564,10.0,4.22,6.69,7.59,4.3,7.24,8.48,0.0,-2.58,0.224,-71.64,-77.61,-78.05,53.26,-85.04
FORTUNE,Fortune Shoes Limited,Tannery Industries,Z,19.9,19.9,19.2,19.2,20.1,19.1,21.9,10.0,174.55,0.11,14.7,0.34,3396.1790336999998,497485,591,170662263,1706.62,2500.0,3.65,1.64,-5.24,14.37,49.62,42.22,19.25,2016,0.50% 2025,Active,2026-07-30T09:27:36.187564,10.0,14.93,27.61,53.31,14.5,16.8,53.2,37.4,-0.91,0.374,24.37,-73.71,-66.04,43.18,-92.65
FUWANGCER,Fu-Wang Ceramic Industries Ltd.,Ceramics Sector,B,17.3,17.3,16.7,16.6,17.5,16.5,17.5,9.8,151.82,0.11,12.0,0.79,2357.4553089,5030101,1964,136269093,1362.69,5000.0,3.59,1.4,7.45,5.49,40.65,54.63,26.52,1998,1% 2025,Active,2026-07-30T09:27:36.187564,10.0,12.74,15.56,16.67,12.4,13.8,17.4,46.5,0.17,0.994,29.1,-0.57,-36.16,38.83,-67.85
FUWANGFOOD,Fu Wang Food Ltd.,Food and Allied,-,12.8,12.8,12.9,12.9,13.0,12.7,16.8,9.0,0.0,-0.31,2.03,0.0,1418.7428352,380222,272,110839284,1108.39,1500.0,-0.78,1.29,0.0,5.79,31.96,41.76,-14.0,2000,0.5% 2023,Active,2026-07-30T09:27:36.187564,10.0,11.64,18.66,20.08,11.2,14.8,20.7,17.5,-1.01,0.618,-15.79,-63.32,-38.76,40.11,-79.08
GBBPOWER,GBB Power Ltd.,Fuel and Power,Z,9.4,9.4,8.6,8.6,9.4,8.4,9.4,5.3,78.18,0.11,20.31,0.0,956.9533512,3274233,964,101803548,1018.04,2000.0,9.3,1.36,14.63,11.9,10.59,16.22,16.22,2012,2% 2023,Operation Shutdown,2026-07-30T09:27:36.187564,10.0,7.39,9.3,15.97,7.55,8.1,15.1,42.2,-0.62,0.623,25.33,-37.75,-74.53,47.32,-89.24
GEMINISEA,Gemini Sea Food PLC,Food and Allied,Z,123.0,123.0,124.0,123.1,124.7,122.2,209.8,105.9,26.55,4.67,19.69,0.31,1412.706414,13440,107,11485418,114.85,400.0,-0.81,1.33,-6.11,3.02,8.47,5.8,-14.84,1985,7.50% 2024,Active,2026-07-30T09:27:36.187564,10.0,135.42,219.47,229.69,124.9,170.5,202.34,15.1,-0.99,0.608,-16.84,-73.04,20.05,39.68,-80.5
GENEXIL,Genex Infosys PLC,IT Sector,B,40.1,40.1,39.4,39.8,40.4,39.3,44.2,21.0,18.16,2.17,22.11,0.45,4830.0458421,916474,1117,120450021,1204.5,2000.0,1.78,1.48,-1.47,13.28,47.97,51.54,62.81,2019,1% 2025,Active,2026-07-30T09:27:36.187564,10.0,28.14,40.49,63.78,26.7,29.35,65.4,35.6,-0.68,0.613,66.39,-47.67,-50.03,45.55,-87.16
GENNEXT,Generation Next Fashions Limited,Textile,Z,3.0,3.0,3.0,3.0,3.0,2.9,4.5,1.9,42.86,0.07,11.88,1.56,1484.923665,1052754,164,494974555,4949.75,5000.0,0.0,1.09,7.14,-3.23,-3.23,30.43,11.11,2012,1% 2023,Closed,2026-07-30T09:27:36.187564,10.0,2.84,4.21,5.07,2.8,3.6,6.0,17.6,-1.28,0.5,11.11,-54.55,-58.9,62.43,-78.02
GHAIL,Golden Harvest Agro Industries Ltd.,Food and Allied,B,16.0,16.0,15.9,15.9,16.1,15.8,16.7,10.0,0.0,-0.24,12.33,0.88,3453.401936,1840766,758,215837621,2158.38,2500.0,0.63,1.22,2.56,-0.62,29.03,55.88,25.2,2013,1% 2025,Active,2026-07-30T09:27:36.187564,10.0,12.54,13.58,15.37,12.3,13.25,16.4,47.5,0.2,0.976,22.14,-8.57,-22.71,39.17,-62.5
GHCL,Global Heavy Chemicals Limited,Pharmaceuticals and Chemicals,Z,24.6,24.6,24.8,25.0,25.0,24.0,25.7,17.2,0.0,-5.77,47.85,0.0,1771.2,330010,515,72000000,720.0,1000.0,-0.81,0.93,17.7,22.39,33.7,29.17,27.84,2013,2% 2022,Active,2026-07-30T09:27:36.187564,10.0,20.57,24.0,28.23,20.2,21.95,26.85,43.9,-0.47,0.916,18.84,-29.91,-46.87,38.23,-68.62
GIB,Global Islami Bank PLC,Bank,Z,0.0,0.0,1.7,0.0,0.0,0.0,3.2,1.3,0.0,-12.62,-21.77,0.0,0.0,0,0,987439688,9874.39,20000.0,0.0,1.05,-10.53,-15.0,-43.33,-91.15,-45.16,2022,5% 2022,Active,2026-07-30T09:27:36.187564,10.0,3.51,6.61,6.61,3.2,7.6,7.6,0.7,-2.02,0.224,-71.19,-81.11,-81.11,47.95,-85.57
GLDNJMF,ICB AMCL CMSF Golden Jubilee Mutual Fund,Mutual Funds,A,8.6,8.6,8.1,8.2,8.7,8.2,9.0,5.5,23.14,0.35,9.39,0.0,860.0,3330518,674,100000000,1000.0,0.0,6.17,0.78,8.86,30.3,40.98,32.79,6.58,2022,2.50% 2023,,2026-07-30T09:27:36.187564,10.0,6.59,8.95,9.04,6.4,7.9,8.4,51.7,-0.16,1.024,13.16,-4.44,-14.85,34.95,-69.31
GLOBALINS,Global Insurance PLC,Insurance,A,43.9,43.9,44.7,44.7,45.1,43.4,48.0,20.8,28.29,1.58,14.54,4.05,1780.2223957,875005,1224,40551763,405.52,1000.0,-1.79,1.12,-3.52,13.44,37.62,59.64,47.52,2005,10% 2024,Active,2026-07-30T09:27:36.187564,10.0,29.96,29.65,33.96,28.1,28.85,32.4,84.4,1.14,1.355,44.88,27.99,-28.15,39.23,-72.59
GOLDENSON,Golden Son Ltd.,Engineering,B,16.8,16.8,16.9,16.9,17.0,16.7,18.3,8.7,0.0,-1.83,16.06,0.0,2885.0601696,1568960,657,171729772,1717.3,5000.0,-0.59,1.32,1.82,0.6,19.15,83.7,44.44,2007,1.50% 2024,Active,2026-07-30T09:27:36.187564,10.0,12.41,14.56,16.06,11.5,14.1,17.0,46.2,0.21,0.988,41.18,-7.69,-15.58,45.96,-65.79
GP,Grameenphone Ltd.,Telecommunication,A,259.8,259.8,259.3,259.3,260.0,258.5,322.0,237.4,11.84,21.9,41.49,8.34,350807.94571560004,137100,833,1350300022,13503.0,40000.0,0.19,0.5,0.89,0.08,6.91,-3.17,-16.94,2009,215% 2025,Active,2026-07-30T09:27:36.187564,10.0,268.25,285.19,296.8,260.5,286.6,286.6,17.4,-1.02,0.906,-16.92,-9.35,-29.92,14.83,-42.7
GPHISPAT,GPH Ispat Ltd.,Engineering,B,19.5,19.5,19.4,19.1,19.7,19.1,22.7,14.6,0.0,0.0,51.72,0.0,9435.727392,1948518,733,483883456,4838.83,10000.0,0.52,1.33,-2.01,8.33,21.88,23.57,2.65,2012,5% 2025,Active,2026-07-30T09:27:36.187564,10.0,17.58,25.23,34.68,17.1,21.4,34.85,21.1,-1.1,0.56,3.17,-56.47,-55.71,31.0,-75.8
GQBALLPEN,GQ Ball Pen Industries Ltd.,Miscellaneous,A,609.6,609.6,613.3,600.2,618.9,589.1,728.0,220.3,0.0,-1.83,135.81,0.59,5442.5642736,54466,604,8928091,89.28,500.0,-0.6,0.39,-3.3,-2.04,-1.28,30.02,177.64,1986,10% 2025,Active,2026-07-30T09:27:36.187564,10.0,520.43,266.44,202.77,526.95,153.55,127.6,95.6,2.42,4.777,173.36,356.63,375.88,43.88,-46.61
GRAMEENS2,Grameen One : Scheme Two,Mutual Funds,A,13.2,13.2,13.4,13.3,13.5,13.1,14.8,10.3,16.54,0.81,15.89,6.15,2407.6523064000003,435343,250,182397902,1823.98,0.0,-1.49,0.64,1.54,2.33,7.32,17.54,-3.6,2008,7.50% 2025,Active,2026-07-30T09:27:36.187564,10.0,12.26,13.04,14.22,12.4,13.0,14.1,34.6,-0.54,0.936,-5.71,-13.16,-31.96,22.18,-50.47
GREENDELMF,Green Delta Mutual Fund,Mutual Funds,A,5.0,5.0,4.9,5.0,5.1,4.9,5.6,2.5,35.0,0.14,10.16,2.17,750.0,1287231,181,150000000,1500.0,0.0,2.04,0.78,21.95,31.58,47.06,63.33,22.5,2010,1.50% 2023,Active,2026-07-30T09:27:36.187564,10.0,3.45,4.06,5.33,3.4,3.7,4.55,51.9,-0.18,1.099,25.0,-27.54,-48.45,51.17,-73.2
GREENDELT,Green Delta Insurance PLC.,Insurance,A,68.1,68.1,68.1,68.1,68.5,67.5,71.9,43.0,12.52,5.44,70.53,5.02,6822.816011399999,225519,413,100188194,1001.88,5000.0,0.0,0.91,-1.73,1.64,11.09,19.47,42.77,1989,27% 2025,Active,2026-07-30T09:27:36.187564,10.0,56.08,55.48,65.4,54.8,53.5,65.1,67.2,0.15,1.046,39.84,-3.4,-41.6,32.49,-69.12
GSPFINANCE,GSP Finance Company (Bangladesh) PLC.,Financial Institutions,Z,4.2,4.2,4.3,4.3,4.4,4.0,6.7,1.1,0.0,-9.73,18.05,0.0,659.688057,351215,145,157068585,1570.69,2000.0,-2.33,1.94,16.67,23.53,10.53,115.0,-15.69,2012,18% 2018,Active,2026-07-30T09:27:36.187564,10.0,3.29,7.57,15.24,3.5,5.7,11.2,18.6,-1.0,0.375,-16.0,-86.14,-79.93,82.54,-96.22
HAKKANIPUL,Hakkani Pulp & Paper Mills PLC.,Paper and Printing,B,80.6,80.6,80.2,80.3,81.0,79.9,94.9,51.2,1145.71,0.07,24.24,0.78,1531.4,159433,609,19000000,190.0,1000.0,0.5,1.18,-4.5,1.77,4.95,12.8,17.08,2001,5% 2025,Active,2026-07-30T09:27:36.187564,10.0,74.89,62.74,62.57,76.0,61.7,60.9,93.3,1.72,1.323,17.15,21.94,14.49,47.08,-60.76
HAMI,Hami Industries PLC,Miscellaneous,Z,157.2,157.2,156.8,156.0,158.4,154.9,197.0,92.3,0.0,-0.76,1.97,0.0,1210.44,10262,125,7700000,77.0,300.0,0.26,0.59,0.77,-1.07,-15.8,33.56,54.79,1996,-,Active,2026-07-30T09:27:36.187564,10.0,134.58,132.01,109.9,121.7,124.0,112.1,83.8,1.02,1.402,54.42,22.14,461.43,40.88,-75.82
HEIDELBCEM,Heidelberg Materials Bangladesh PLC.,Cement,A,225.9,224.4,223.6,224.0,226.0,223.7,272.7,197.0,62.99,3.55,73.92,0.51,12764.158722,7464,118,56503580,565.04,1000.0,0.36,0.94,-8.78,-6.62,9.89,-1.9300000000000002,-7.68,1989,11% 2025,Active,2026-07-30T09:27:36.187564,10.0,230.27,236.66,240.73,230.65,233.0,234.7,39.9,-0.35,0.963,-8.41,-19.45,-30.05,32.67,-53.67
HFL,Hamid Fabrics PLC,Textile,Z,15.1,15.1,15.5,15.5,15.6,15.0,17.9,3.8,81.58,0.19,37.71,2.62,1374.9654112,136188,269,91057312,910.57,2000.0,-2.58,1.48,8.63,-3.82,0.0,158.33,82.35,2014,5% 2023,Closed,2026-07-30T09:27:36.187564,10.0,9.65,12.01,15.81,8.1,12.4,17.3,41.1,-0.12,0.873,73.56,-13.71,-24.5,63.43,-89.3
HIMADRI,Himadri Ltd.,SME Sector,Y,471.0,471.1,474.0,473.0,473.0,471.0,,,0.0,3.81,522.87,0.04,1236.375,168,2,2625000,26.25,500.0,-0.61,0.39,-1.22,-1.05,-6.68,-22.94,-58.24,2021,5% 2025,Active,2026-07-30T09:27:36.187564,10.0,675.91,1816.02,1720.2,603.1,1399.0,1332.3,5.7,-0.71,0.354,-55.51,-47.03,4807.29,75.91,-94.9
HRTEX,H.R.Textile Ltd.,Textile,Z,21.0,21.0,21.2,21.5,21.5,20.9,34.1,12.4,0.0,-19.67,21.43,0.0,613.6515,31726,65,29221500,292.22,1000.0,-0.94,1.71,-3.23,-3.23,12.9,33.33,-25.09,1997,5% 2023,Active,2026-07-30T09:27:36.187564,10.0,20.23,40.56,59.9,19.2,28.3,51.25,15.4,-1.03,0.41,-27.08,-81.88,-65.49,51.58,-90.07
HWAWELLTEX,Hwa Well Textiles (BD) PLC.,Textile,A,49.3,49.3,49.9,50.5,50.5,49.1,53.7,35.6,13.71,3.64,40.16,5.01,2760.8,86904,236,56000000,560.0,1000.0,-1.2,0.83,4.23,6.25,18.8,21.71,18.25,2014,20% 2025,Active,2026-07-30T09:27:36.187564,10.0,43.75,45.11,46.15,42.6,43.65,45.2,80.1,0.64,1.091,17.1,-12.43,10.29,29.93,-40.68
IBNSINA,The IBN SINA  Pharmaceutical Industry PLC,Pharmaceuticals and Chemicals,A,319.9,319.9,321.9,321.9,323.4,319.7,371.0,273.8,15.88,20.27,125.69,2.18,9994.836277299999,30737,267,31243627,312.44,500.0,-0.62,0.49,-5.55,0.09,3.19,-6.59,4.41,1989,64% 2025,Active,2026-07-30T09:27:36.187564,10.0,315.05,295.04,291.26,315.15,291.75,287.1,91.9,1.35,1.114,2.27,11.62,26.19,17.9,-33.99
IBP,Indo-Bangla Pharmaceuticals Limited,Pharmaceuticals and Chemicals,B,20.8,20.8,20.2,20.3,21.0,20.2,21.4,10.0,0.0,0.0,12.53,0.0,2417.0677024,7565614,2394,116205178,1162.05,1500.0,2.97,1.49,13.66,16.2,62.5,71.19,51.88,2018,0.15% 2025,Active,2026-07-30T09:27:36.187564,10.0,13.47,13.51,15.68,13.15,13.4,17.0,91.3,1.36,1.224,57.58,22.35,-12.24,40.15,-74.45
ICB,Investment Corporation Of Bangladesh,Financial Institutions,B,46.3,46.3,46.4,46.4,46.9,46.2,59.8,33.7,0.0,-14.0,37.45,0.0,40154.08989429999,92925,229,867258961,8672.59,10000.0,-0.22,1.34,-4.73,0.65,30.79,31.44,-2.73,1977,2% 2024,Active,2026-07-30T09:27:36.187564,10.0,42.54,54.85,72.92,41.25,52.1,70.1,17.4,-1.02,0.66,-4.34,-45.82,-58.99,36.96,-77.63
ICB3RDNRB,ICB AMCL Third NRB Mutual Fund,Mutual Funds,A,6.2,6.2,6.0,6.1,6.3,6.0,6.4,3.4,0.0,-0.02,7.26,0.0,620.0,1353938,143,100000000,1000.0,0.0,3.33,0.78,8.77,29.17,34.78,42.86,25.0,2010,3% 2023,Active,2026-07-30T09:27:36.187564,10.0,4.5,4.91,5.61,4.5,4.7,5.4,56.3,0.53,1.148,29.17,-4.62,-18.42,39.36,-53.85
ICBAGRANI1,ICB AMCL First Agrani Bank Mutual Fund,Mutual Funds,A,8.5,8.5,8.3,8.3,8.5,8.3,9.2,6.0,23.06,0.36,9.0,0.0,834.2835,381566,112,98151000,982.0,0.0,2.41,0.47,-2.3,19.72,26.87,31.75,23.88,2017,5% 2023,,2026-07-30T09:27:36.187564,10.0,6.8,7.25,7.88,6.7,6.9,7.9,59.7,0.54,1.076,19.72,-7.61,-9.57,32.81,-45.0
ICBAMCL2ND,ICB AMCL Second Mutual Fund,Mutual Funds,A,8.0,8.0,7.9,7.9,8.2,7.8,8.2,5.0,0.0,-0.15,8.08,0.0,400.0,86955,56,50000000,500.0,0.0,1.27,0.79,8.11,23.08,33.33,58.0,27.42,2009,3% 2023,Active,2026-07-30T09:27:36.187564,10.0,5.94,6.57,7.68,5.9,6.2,7.3,55.8,0.17,1.096,29.03,-8.05,-30.43,41.69,-66.89
