ticker,name,sector,category,ltp,closing_price,ycp,open_price,day_high,day_low,week52_high,week52_low,pe_ratio,eps,nav,dividend_yield,market_cap_mn,volume,trades,total_shares,paid_up_capital_mn,authorized_capital_mn,change_pct,beta,return_1d,return_15d,return_1m,return_6m,return_1y,listing_year,latest_dividend,status,updated_at,face_value,mean_1y,mean_3y,mean_5y,median_1y,median_3y,median_5y,percentile_5y,z_score_5y,price_vs_median_5y,actual_return_1y,actual_return_3y,actual_return_5y,volatility_annual,max_drawdown_5y
SUNLIFEINS,Sunlife Insurance Company Limited,Life Insurance,B,69.0,69.0,69.9,70.6,71.4,68.0,86.8,40.2,0.0,0.0,0.0,0.02,2467.48761,612638,815,35760690,357.61,500.0,-1.29,1.2,-3.5,-3.5,-1.15,34.68,29.68,2013,0.10% 2024,Active,2026-07-30T09:27:36.187564,10.0,58.89,58.07,54.48,55.2,56.0,54.3,93.0,1.42,1.271,28.01,30.43,107.21,46.64,-45.55
TAKAFULINS,Takaful Islami Insurance PLC,Insurance,A,54.9,54.9,53.2,53.6,55.1,53.3,55.0,28.2,43.97,1.21,18.44,3.0,2338.0250373,468741,718,42586977,425.87,1000.0,3.2,1.0,10.46,24.21,65.36,57.4,51.57,2008,10% 2025,Active,2026-07-30T09:27:36.187564,10.0,35.5,36.82,43.2,34.15,35.5,42.1,86.6,1.15,1.304,55.08,25.92,-5.18,36.98,-64.12
TALLUSPIN,Tallu Spinning Mills Ltd.,Textile,Z,8.2,8.2,8.3,8.3,8.3,8.1,9.2,4.3,0.0,-2.79,13.34,0.0,732.5500749999999,184024,121,89335375,893.35,2000.0,-1.2,1.04,2.5,1.23,6.49,13.7,56.6,1990,-,Active,2026-07-30T09:27:36.187564,10.0,7.03,6.76,8.23,7.6,6.4,8.1,50.1,-0.01,1.012,54.72,-17.17,1.23,47.41,-70.25
TAMIJTEX,Tamijuddin Textile Mills PLC,Textile,A,132.0,132.0,132.4,132.2,132.8,131.1,169.4,104.1,19.73,6.71,102.79,1.14,4365.404076,65632,435,33071243,330.71,1000.0,-0.3,1.11,-4.21,-1.57,13.79,13.84,13.16,1992,12% 2025,Active,2026-07-30T09:27:36.187564,10.0,126.47,129.6,153.08,124.9,122.8,141.85,41.3,-0.5,0.931,5.35,-25.97,68.8,43.02,-68.84
TECHNODRUG,Techno Drugs Ltd.,Pharmaceuticals and Chemicals,A,49.3,49.3,47.2,47.4,50.4,47.2,52.0,25.2,26.82,1.76,30.58,3.56,6507.510668399999,5004109,4677,131998188,1319.98,2000.0,4.45,1.18,15.46,14.39,39.27,56.29,49.84,2024,10% 2025,Active,2026-07-30T09:27:36.187564,10.0,35.32,35.86,35.86,33.8,34.4,34.4,96.1,1.97,1.433,56.01,86.74,86.74,42.48,-60.31
TILIL,Trust Islami Life Insurance PLC.,Life Insurance,B,52.0,52.0,52.6,52.7,52.9,51.7,95.8,34.3,263.0,0.2,12.13,1.47,2080.0,272717,505,40000000,400.0,1000.0,-1.14,1.61,-6.31,-0.76,10.64,5.41,-0.57,2023,5% 2024,Active,2026-07-30T09:27:36.187564,10.0,50.25,46.17,46.78,47.05,45.5,45.7,71.9,0.5,1.138,-2.07,-16.13,372.73,51.69,-68.73
TITASGAS,Titas Gas Transmission and Distribution PLC.,Fuel and Power,B,20.6,20.6,20.5,20.6,20.8,20.3,24.1,14.5,0.0,-7.8,90.43,1.04,20377.9697186,362384,304,989221831,9892.22,20000.0,0.49,1.21,-1.44,13.19,25.61,23.49,1.49,2008,2% 2025,Active,2026-07-30T09:27:36.187564,10.0,18.07,23.02,30.3,17.2,20.9,27.5,26.7,-0.92,0.749,1.98,-49.63,-47.45,34.21,-69.96
TOSRIFA,Tosrifa Industries PLC.,Textile,B,23.7,23.7,23.7,23.7,24.4,23.3,26.3,13.9,31.6,0.75,31.52,2.14,1611.2473203,797486,616,67985119,679.85,1000.0,0.0,0.92,1.72,15.05,39.41,44.51,20.3,2015,4% 2025,Active,2026-07-30T09:27:36.187564,10.0,18.69,21.34,21.47,17.8,20.9,20.89,72.8,0.64,1.135,16.18,-18.28,31.38,33.98,-52.22
TRUSTB1MF,Trust Bank 1st Mutual Fund,Mutual Funds,A,3.9,3.9,3.8,3.8,4.0,3.7,4.2,2.2,0.0,-1.96,8.16,0.0,1183.9880325,2362979,318,303586675,3035.86,0.0,2.63,1.44,14.71,21.88,25.81,58.33,5.5600000000000005,2010,5% 2023,Active,2026-07-30T09:27:36.187564,10.0,3.01,3.84,4.65,3.0,3.6,5.0,39.5,-0.59,0.78,5.41,-30.36,-50.63,52.91,-72.5
TRUSTBANK,Trust Bank PLC.,Bank,A,15.6,15.6,15.6,15.6,15.7,15.5,23.9,15.1,3.87,4.03,27.56,3.41,16283.0219136,1970309,966,1043783456,10437.83,25000.0,0.0,1.0,-3.11,-1.27,-12.36,-16.13,-22.39,2007,7.50% 2024,Active,2026-07-30T09:27:36.187564,10.0,17.5,21.1,23.55,17.6,20.47,25.41,0.5,-1.92,0.614,-22.77,-42.87,-42.91,25.5,-51.1
TUNGHAI,Tung Hai Knitting & Dyeing Limited,Textile,Z,2.8,2.8,2.9,2.9,2.9,2.8,5.8,2.8,0.0,0.0,-6.18,0.0,298.628484,160587,55,106653030,1066.53,1500.0,-3.45,1.46,7.69,-3.45,-6.67,81.25,11.54,2014,-,Active,2026-07-30T09:27:36.187564,10.0,2.4,3.34,4.37,2.4,3.1,4.3,18.9,-0.94,0.651,7.69,-51.72,-58.21,70.15,-85.71
UCB,United Commercial Bank PLC,Bank,Z,9.9,9.9,9.9,9.8,10.0,9.8,11.8,8.4,66.0,0.15,25.71,0.0,15348.7213902,2247077,305,1550375898,15503.76,25000.0,0.0,0.81,8.79,10.0,13.79,-1.0,-4.8100000000000005,1986,5% 2023,Active,2026-07-30T09:27:36.187564,10.0,9.73,10.57,11.6,9.8,10.2,12.38,18.7,-1.0,0.8,-3.88,-20.16,-28.53,28.12,-45.84
UCB2PBOND,UCB 2nd Perpetual Bond,Corporate Bond,A,0.0,0.0,4700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,60000,300.0,0.0,0.0,0.0,0.0,0.0,0.0,46900.0,45092.31,2024,-,,2026-07-30T09:27:36.187564,5000.0,4775.0,4775.0,4775.0,4775.0,4775.0,4775.0,0.0,-1.0,0.984,-3.09,-3.09,-3.09,,-3.09
UNILEVERCL,Unilever Consumer Care Limited,Food and Allied,A,2040.2,2041.5,2048.0,2044.5,2062.7,2040.0,,,49.7,41.21,116.3,1.95,39323.4635836,1389,232,19274318,192.74,200.0,-0.32,0.31,-0.66,-2.49,-1.29,-5.68,-17.14,1976,420% 2025,Active,2026-07-30T09:27:36.187564,10.0,2224.75,2293.85,2484.89,2177.35,2206.4,2494.5,14.5,-1.18,0.818,-17.72,0.35,-29.85,13.39,-46.83
UNIONBANK,Union Bank PLC.,Bank,Z,0.0,0.0,1.5,0.0,0.0,0.0,3.1,1.4,0.96,1.57,15.82,5.38,0.0,0,0,1036280448,10362.8,20000.0,0.0,0.61,-11.76,-31.82,-48.28,-99.93,-50.0,2022,5% 2022,Active,2026-07-30T09:27:36.187564,10.0,3.43,6.67,7.51,3.1,7.55,8.9,0.0,-2.09,0.169,-72.22,-83.87,-86.36,43.71,-89.29
UNIONCAP,Union Capital Limited,Financial Institutions,Z,4.9,4.9,4.9,5.0,5.0,4.8,7.2,2.5,0.0,-11.99,-63.02,0.0,845.6118307,206917,83,172573843,1725.74,2000.0,0.0,1.84,8.89,8.89,16.67,32.43,-2.0,2007,5% 2015,Active,2026-07-30T09:27:36.187564,10.0,4.24,6.34,7.57,4.3,6.3,7.7,19.5,-1.05,0.636,-2.0,-45.56,-47.31,68.34,-83.23
UNIONINS,Union Insurance PLC.,Insurance,A,52.3,52.3,52.6,52.8,53.3,51.8,57.0,27.0,28.13,1.87,18.34,3.68,2531.438198,703212,860,48402260,484.02,1000.0,-0.57,1.22,-1.51,29.46,50.29,44.51,46.11,2022,10% 2024,Active,2026-07-30T09:27:36.187564,10.0,36.24,39.26,39.89,35.45,35.65,36.9,80.4,1.09,1.417,40.21,-14.82,375.45,40.25,-70.48
UNIQUEHRL,Unique Hotel & Resorts PLC,Travel and Leisure,A,44.8,44.8,44.9,45.0,45.2,44.5,49.8,35.0,8.67,5.18,93.91,4.58,13189.12,316010,633,294400000,2944.0,10000.0,-0.22,1.11,-3.24,7.95,20.75,20.05,15.42,2012,16% 2025,Active,2026-07-30T09:27:36.187564,10.0,39.73,47.73,53.19,38.8,44.1,54.9,32.1,-0.73,0.816,15.76,-33.63,1.13,27.66,-62.53
UNITEDFIN,United Finance PLC.,Financial Institutions,A,18.1,18.1,17.5,17.7,18.2,17.6,19.1,10.4,16.51,1.06,17.9,8.7,3386.7745134,2097421,854,187114614,1871.15,3000.0,3.43,1.46,10.37,13.84,35.07,47.06,33.59,1994,10% 2025,Active,2026-07-30T09:27:36.187564,10.0,13.08,13.06,15.28,12.7,12.7,14.85,82.8,0.78,1.219,38.17,14.56,-1.09,37.29,-68.36
UNITEDINS,United Insurance Company Ltd.,Insurance,A,60.1,60.1,56.3,57.1,61.6,56.6,56.3,35.2,16.27,3.46,31.04,3.73,2674.45,853673,1431,44500000,445.0,500.0,6.75,1.04,23.41,34.15,26.53,25.95,50.53,1990,15% 2025,Active,2026-07-30T09:27:36.187564,10.0,42.76,41.09,44.88,42.35,40.4,42.4,87.6,1.69,1.417,57.74,42.08,-2.59,35.99,-54.01
UPGDCL,United Power Generation & Distribution Company Ltd.,Fuel and Power,A,125.9,125.9,126.1,126.5,126.5,125.2,151.8,111.0,6.1,20.66,73.89,5.39,72983.634493,18403,229,579695270,5796.95,19100.0,-0.16,0.9,-3.97,1.61,7.24,3.62,-3.81,2015,65% 2025,Active,2026-07-30T09:27:36.187564,10.0,126.48,143.64,187.0,123.4,128.15,177.5,25.4,-1.01,0.709,-5.48,-46.13,-55.07,20.92,-63.39
USMANIAGL,Usmania Glass Sheet Factory Limited,Miscellaneous,Z,63.6,63.6,62.5,65.0,65.5,61.3,84.7,27.7,0.0,-5.34,64.73,0.0,1107.33324,87829,350,17410900,174.11,500.0,1.76,1.14,-19.49,38.26,74.25,96.54,81.16,1987,-,Operation Shutdown,2026-07-30T09:27:36.187564,10.0,37.41,39.87,49.11,34.8,37.1,50.2,83.0,1.02,1.267,82.76,17.34,15.85,55.07,-66.63
UTTARABANK,Uttara Bank PLC.,Bank,A,21.4,21.4,21.3,21.4,21.5,21.3,26.5,20.3,3.5,6.08,31.95,2.19,25954.692326,1476741,458,1212836090,12128.36,15000.0,0.47,0.71,0.0,-1.83,4.9,8.67,25.59,1984,5% 2025,Active,2026-07-30T09:27:36.187564,10.0,18.98,16.35,14.79,19.44,16.0,13.56,97.8,2.48,1.578,25.59,60.73,89.11,17.13,-21.83
UTTARAFIN,Uttara Finance and Investments Limited,Financial Institutions,Z,13.6,13.5,13.7,13.9,13.9,13.4,18.4,8.9,1.45,9.45,62.45,2.73,1788.1484543999998,85875,52,131481504,1314.82,5000.0,-1.46,1.6,2.27,2.27,7.14,37.0,-13.84,1997,15% 2019,Active,2026-07-30T09:27:36.187564,10.0,12.54,16.72,25.16,13.0,15.0,21.9,22.6,-0.97,0.621,-21.51,-60.06,-64.84,45.48,-83.15
VAMLBDMF1,Vanguard AML BD Finance Mutual Fund One,Mutual Funds,A,0.0,0.0,7.1,0.0,0.0,0.0,8.0,6.1,0.0,-0.1,9.55,0.0,0.0,0,0,104320000,1043.0,0.0,0.0,0.09,0.0,2.9,0.0,-29.0,1.43,2016,2% 2023,Active,2026-07-30T09:27:36.187564,10.0,6.6,6.42,7.06,6.9,6.6,7.3,42.4,0.03,0.973,29.09,-2.74,-33.64,30.49,-57.14
VAMLRBBF,Vanguard AML Rupali Bank Balanced Fund,Mutual Funds,A,8.2,8.1,8.2,8.2,8.2,8.1,8.5,4.7,0.0,-0.37,8.38,0.0,1301.709,100250,31,158745000,1587.45,0.0,-1.22,0.61,1.25,6.58,37.29,51.85,36.67,2016,0.80% 2023,,2026-07-30T09:27:36.187564,10.0,5.98,5.68,6.52,5.8,5.6,6.1,84.6,1.22,1.344,32.79,9.46,-16.49,32.68,-58.0
VFSTDL,VFS Thread Dyeing Limited,Textile,B,17.3,17.3,17.2,17.3,17.4,17.0,18.4,7.0,191.11,0.09,20.34,0.35,1826.5349515,1882134,895,105580055,1055.8,2000.0,0.58,1.33,4.22,2.37,49.14,56.36,135.62,2018,0.25% 2025,Active,2026-07-30T09:27:36.187564,10.0,11.67,11.79,15.94,11.55,11.5,15.7,55.6,0.22,1.102,136.99,-22.07,-33.46,52.28,-77.37
WALTONHIL,Walton Hi-Tech Industries PLC,Engineering,A,392.2,392.2,392.0,392.0,394.9,391.7,528.0,356.8,11.46,34.22,399.74,4.31,130689.34561939999,11684,342,333221177,3332.21,6000.0,0.05,0.74,-3.35,-2.22,8.25,2.4,-12.15,2020,175% 2025,Active,2026-07-30T09:27:36.187564,10.0,396.68,558.6,778.1,382.7,474.7,735.45,13.5,-1.19,0.533,-11.63,-62.57,-72.77,23.44,-75.84
WATACHEM,Wata Chemicals Limited,Pharmaceuticals and Chemicals,A,139.1,139.1,140.0,140.4,141.0,138.8,167.0,105.1,189.19,0.74,61.09,0.95,2061.8261638,20321,199,14822618,148.23,150.0,-0.64,1.12,-5.69,0.8,0.72,5.66,13.73,1992,10% 2025,Active,2026-07-30T09:27:36.187564,10.0,134.75,136.46,178.48,135.25,134.0,157.2,38.8,-0.65,0.885,13.46,-30.52,-52.54,39.24,-73.11
WEBCOATS,Web Coats PLC.,SME Sector,Y,32.7,33.0,32.3,32.0,33.2,31.9,37.5,9.4,0.0,1.16,18.25,3.6,1079.56107,687137,443,33014100,330.14,1500.0,2.17,0.79,5.43,-2.94,60.19,142.86,132.37,2024,5% 2025,Active,2026-07-30T09:27:36.187564,10.0,17.94,19.11,19.11,14.05,17.9,17.9,94.5,1.86,1.827,137.41,200.0,200.0,58.48,-75.0
WMSHIPYARD,Western Marine Shipyard Limited,Engineering,Z,10.0,10.0,10.1,10.0,10.1,9.9,11.3,6.6,0.0,-0.02,16.16,0.0,2352.03769,467949,285,235203769,2352.04,6000.0,-0.99,1.26,-0.99,-1.96,16.28,26.25,16.09,2014,0.5% 2020,Active,2026-07-30T09:27:36.187564,10.0,8.63,9.68,10.59,8.6,9.3,11.0,40.2,-0.27,0.909,14.94,-23.08,-39.76,42.01,-66.47
WONDERTOYS,Wonderland Toys Ltd.,SME Sector,Y,32.7,32.7,32.0,32.3,33.6,32.3,34.8,15.7,0.0,0.09,20.23,0.0,327.0,20000,60,10000000,100.0,250.0,2.19,0.27,7.92,14.74,35.68,40.35,42.22,2021,-,Active,2026-07-30T09:27:36.187564,10.0,23.7,37.86,38.52,22.9,28.1,31.25,53.1,-0.3,1.046,35.68,-65.69,64.32,80.73,-87.83
YPL,Yeakin Polymer Limited,Engineering,Z,25.9,25.9,25.1,25.1,26.3,24.9,27.5,12.6,0.0,-0.55,11.12,0.0,1908.7993603,814286,514,73698817,736.99,1000.0,3.19,0.89,4.02,-1.52,13.6,67.33,70.75,2016,1% 2020,Operation Shutdown,2026-07-30T09:27:36.187564,10.0,18.7,18.45,18.72,17.5,17.7,18.6,88.8,1.28,1.392,75.0,-3.0,62.89,49.81,-77.25
YUSUFLOUR,Yusuf Flour Mills Limited,SME Sector,Y,0.0,0.0,1622.0,0.0,0.0,0.0,,,0.0,14.2,73.93,0.01,0.0,0,0,606800,6.07,20.0,0.0,1.47,0.0,-14.63,-26.81,-29.55,-11.61,2022,5% 2024,Active,2026-07-30T09:27:36.187564,10.0,2064.0,2412.87,2248.9,2050.0,2158.05,2081.6,22.3,-0.58,0.779,-26.31,26.78,6114.56,,-82.34
ZAHEENSPIN,Zaheen Spinning PLC.,Textile,Z,5.7,5.7,5.7,5.7,5.7,5.6,7.7,3.3,0.0,-0.55,3.39,0.0,648.8216976,21179,34,113828368,1138.28,4000.0,0.0,1.51,3.64,-1.72,-1.72,42.5,-18.57,2015,0.25% 2023,Operation Shutdown,2026-07-30T09:27:36.187564,10.0,5.27,7.02,8.41,5.45,6.9,8.55,13.5,-1.11,0.667,-20.83,-44.66,-47.22,51.21,-75.36
ZAHINTEX,Zahintex Industries Limited,Textile,Z,8.9,8.9,8.8,8.9,9.1,8.8,10.1,4.0,0.0,-2.58,10.01,0.0,728.2740861,149730,86,81828549,818.29,1200.0,1.14,0.86,-5.32,2.3,3.49,54.39,100.0,2011,3% 2018,Active,2026-07-30T09:27:36.187564,10.0,6.56,6.23,7.08,6.1,5.8,7.15,71.8,1.04,1.245,102.27,-1.11,-5.32,49.2,-64.86
ZEALBANGLA,Zeal Bangla Sugar Mills Ltd.,Food and Allied,Z,213.7,211.3,208.9,212.0,215.9,209.0,251.4,78.1,0.0,-78.87,-1139.19,0.0,1282.2,16722,269,6000000,60.0,500.0,1.15,0.71,-10.24,42.0,67.3,54.86,145.76,1988,-,Active,2026-07-30T09:27:36.187564,10.0,125.94,114.13,126.45,128.5,109.5,126.85,99.1,2.96,1.685,148.0,61.92,57.57,61.94,-58.6
